key,0,1,2
#,,,
offset,4,5,0
int32,byte,bit&01,str
0,4,True,""
1,7,False,"破壊された魔導アーマーの残骸がある。<hex:02100103>激しい戦闘が行われたのだろうか？"
2,7,False,"使い込まれた剣と盾がある。<hex:02100103>ガレマール帝国軍の装備ではないようだ。<hex:02100103>誰が使ったものだろうか？"
3,4,True,"若き日のシドが記した、<hex:02100103>月の衛星「ダラガブ」の観測データのようだ。<hex:02100103>几帳面な文字で、難解な数式と数字が羅列されている。<hex:02100103>シドの推論によると「ダラガブ」は、太陽エネルギーを集積し、<hex:02100103>波長を変えて送る機能を有している可能性が高いようだ。<hex:02100103><hex:02100103>受信設備が不十分な状態で「ダラガブ」を起動すれば、<hex:02100103>数千年に亘って蓄積されてきた膨大なエネルギーが<hex:02100103>降り注ぎ、重大事故が発生するであろう、と結論付けている。 "
4,7,False,"魔導リーパーの残骸だ。<hex:02100103>損傷が激しく、使用することは難しそうだ……。"
5,7,False,"脚部不良の魔導リーパーだ。<hex:02100103>先程の戦闘で消耗し、もう使用できないようだ……。"
6,7,False,"すでに事切れている。<hex:02100103>自分自身の身体でなら、救えたかもしれない……。<hex:02100103><hex:02100103>キャンプ・ブロークングラスに急ぎ、ゼノスの凶行を阻止しよう。"
7,7,False,"魅了された帝国兵に襲われたらしく、すでに事切れている。<hex:02100103><hex:02100103><hex:02100103>その懐から、「軍用ポーション」を発見した。<hex:02100103>ありがたく使わせてもらおう。"
8,7,False,"必死に抵抗した形跡があるが、すでに事切れている。<hex:02100103><hex:02100103><hex:02100103>その懐から、「軍用ポーション」を発見した。<hex:02100103>ありがたく使わせてもらおう。"
9,7,False,"脚部不良の魔導リーパーだ。<hex:02100103>まだ機体は温かく、直前まで動いていた形跡がある。<hex:02100103>魔導リーパー認証鍵と燃料があれば起動できるだろう。<hex:02100103>この機体の魔導カノンを使えば、<hex:02100103>正面の敵を一掃することができるかもしれない……。"
10,7,False,"脚部不良の魔導リーパーだ。<hex:02100103>認証鍵を使用したが、燃料が空のため起動することができない。<hex:02100103><hex:02100103>燃料が残っている魔導リーパーの残骸を探してみよう。"
11,7,False,"魔導リーパーの残骸だ。<hex:02100103>操縦席のメーターは、まだ燃料の残量があることを示している。<hex:02100103>青燐水タンクを取り外して、運ぶことができそうだ。"
12,7,False,"脚部不良の魔導リーパーだ。<hex:02100103>先程の戦闘で消耗し、もう使用できないようだ……。"
13,7,False,"魔導リーパーの残骸だ。<hex:02100103>損傷が激しく、使用することは難しそうだ……。"
14,7,False,"魔導リーパーの残骸だ。<hex:02100103>操縦席のメーターは、まだ燃料の残量があることを示しているが、<hex:02100103>損傷が激しく、使用することは難しそうだ……。"
15,7,False,"すでに事切れている。<hex:02100103>自分自身の身体でなら、救えたのだろうか……。"
16,7,False,"魔導リーパーの残骸だ。<hex:02100103>損傷が激しく、使用することは難しそうだ……。"
17,7,False,"まだ若い新兵らしき帝国兵が、事切れている。<hex:02100103><hex:02100103><hex:02100103>その懐から、「軍用ポーション」を発見した。<hex:02100103>ありがたく使わせてもらおう。"
